Work_ID,Title,Year,Cited_by,Authors,Author_IDs,Concepts
W2087426400,Using Mechanical Turk to Study Clinical Populations,2013,1139,Danielle N. Shapiro; Jesse Chandler; Pam Mueller,A5112342128; A5070157740; A5036058801,Crowdsourcing; Misrepresentation; Psychology
W2318940639,Systematic software development using VDM,1986,1138,Sunil Vadera,A5076454480,Computer science; Trajectory; Context (archaeology)
W2155482025,The Probabilistic Relevance Framework,2009,1137,Stephen Robertson; Hugo Zaragoza,A5081925956; A5086495684,Relevance (law); Probabilistic logic; Computer science
W1996396240,Why do firms do basic research (with their own money)?,1990,1136,Nathan Rosenberg,A5068235545,Changeover; Computer science; Technological convergence
W2036140602,Crystal structure and structure-related properties of ZSM-5,1981,1136,David H. Olson; G. T. Kokotailo; Stephen L. Lawton; W.M. Meier,A5030687197; A5067215099; A5012175075; A5109853453,Citation; Social media; Computer science
W2125537511,"Algorithms, games, and the internet",2001,1136,Christos H. Papadimitriou,A5103200572,The Internet; Frontier; Computer science
W1574222638,A Context Modeling Survey,2004,1135,Thomas Strang; Claudia Linnhoff–Popien,A5090208436; A5064469861,Ubiquitous computing; Context (archaeology); Computer science
W2016123827,Conducting content‐analysis based literature reviews in supply chain management,2012,1135,Stefan Seuring; Stefan Gold,A5048844041; A5065453187,Systematic review; Originality; Traceability
W615140566,The SAGE Dictionary of Social Research Methods,2006,1135,Victor Jupp,A5083215822,SAGE; Computer science; Data science
W1482945316,Statistics for the Behavioral Sciences,1985,1133,Frederick J. Gravetter; Larry B. Wallnau,A5089660389; A5070286863,Objectivity (philosophy); Computer science; Behavioural sciences
W1597703625,Recommender Systems: An Introduction,2010,1133,Dietmar Jannach; Markus Zanker; Alexander Felfernig; Gerhard Friedrich,A5005545405; A5039093142; A5033783997; A5037543382,Recommender system; Information overload; Computer science
W2096904209,Sulfate stimulation of mercury methylation in freshwater sediments,1992,1133,Cynthia C. Gilmour; E. A. Henry; Ralph Mitchell,A5034539564; A5029231077; A5113564451,Citation; Social media; Mercury (programming language)
W2031881865,Developing the Science of Reintroduction Biology,2007,1132,Philip J. Seddon; Doug P. Armstrong; Richard F. Maloney,A5064409018; A5005478194; A5074684207,Scope (computer science); Computer science; Documentation
W2590283400,Years of potential life lost and life expectancy in schizophrenia: a systematic review and meta-analysis,2017,1131,Carsten Hjorthøj; Anne Emilie Stürup; John J. McGrath; Merete Nordentoft,A5041839711; A5027729705; A5013031947; A5036554086,Life expectancy; Meta-analysis; Schizophrenia (object-oriented programming)
W2126311411,"A Vision of IoT: Applications, Challenges, and Opportunities With China Perspective",2014,1130,Shanzhi Chen; Hui Xu; Dake Liu; Bo Hu; Hucheng Wang,A5086645962; A5076837663; A5011014977; A5100748121; A5004919991,Standardization; Internet of Things; Computer science
W2520784563,Untargeted Metabolomics Strategies—Challenges and Emerging Directions,2016,1130,Alexandra C. Schrimpe‐Rutledge; Simona G. Codreanu; Stacy D. Sherrod; John A. McLean,A5052902376; A5070957190; A5063940912; A5026144955,Metabolomics; Metabolome; Computational biology
W2126218947,Moving pictures of the human microbiome,2011,1129,J. Gregory Caporaso; Christian L. Lauber; Elizabeth K. Costello; Donna Berg-Lyons; Antonio González; Jesse Stombaugh; Dan Knights; Pawel Gajer; Jacques Ravel; Noah Fierer; Jeffrey I. Gordon; Rob Knight,A5038626201; A5090244975; A5068609634; A5052327929; A5100626105; A5060535917; A5082358375; A5003082240; A5053827358; A5090803123; A5063884903; A5033881627,Biology; Human genetics; Microbiome
W601585328,Measurement in Medicine: A Practical Guide,2011,1129,Henrica C. W. de Vet; Caroline B. Terwee; Lidwine B. Mokkink; Dirk L. Knol,A5000192723; A5078544069; A5061826389; A5110340846,Reliability (semiconductor); Field (mathematics); Interpretation (philosophy)
W3051124794,The online survey as a <i>qualitative</i> research tool,2020,1128,Virginia Braun; Victoria Clarke; Elicia Boulton; Louise Davey; Charlotte McEvoy,A5054729605; A5045921227; A5081278285; A5032409550; A5030692040,Qualitative research; Interview; Qualitative property
W62989984,Exploratory Factor Analysis,2011,1128,Leandre R. Fabrigar; Duane T. Wegener,A5048375894; A5018184313,Confirmatory factor analysis; Exploratory factor analysis; Factor (programming language)
W2030739472,"Interferons at age 50: past, current and future impact on biomedicine",2007,1127,Ernest C. Borden; Ganes C. Sen; Gilles Uzé; Robert H. Silverman; Richard M. Ransohoff; Graham R. Foster; George R. Stark,A5112252438; A5084601919; A5077507758; A5067358586; A5106628261; A5065033982; A5080998429,Biomedicine; Current (fluid); Medicine
W2038484192,A Dataset and Taxonomy for Urban Sound Research,2014,1127,Justin Salamon; Christopher Jacoby; Juan Pablo Bello,A5037548450; A5051914918; A5031398497,Taxonomy (biology); Computer science; Sound (geography)
W2102297485,Interestingness measures for data mining,2006,1127,Liqiang Geng; Howard J. Hamilton,A5101175810; A5072651122,Computer science; Ranking (information retrieval); Data mining
W2888688605,Raincloud plots: a multi-platform tool for robust data visualization,2019,1127,Micah Allen; Davide Poggiali; Kirstie Whitaker; Tom R. Marshall; Jordy van Langen; Rogier Kievit,A5058730535; A5029404899; A5061727541; A5085852710; A5000947738; A5057467882,Visualization; Computer science; Computer graphics (images)
W3034713808,Celeb-DF: A Large-Scale Challenging Dataset for DeepFake Forensics,2020,1127,Yuezun Li; Xin Yang; Pu Sun; Honggang Qi; Siwei Lyu,A5052012464; A5015354111; A5101470675; A5047226078; A5023752172,Computer science; Trustworthiness; Scale (ratio)
W1968572151,A knowledge-based approach to the statistical mapping of climate,2002,1126,Christopher Daly; W. P. GIBSON; G. H. Taylor; GL Johnson; Phillip A. Pasteris,A5103224567; A5059743172; A5111785396; A5109925936; A5065942934,Geospatial analysis; Geography; Climate change
W2165117260,"Through a Glass Darkly: Information Technology Design, Identity Verification, and Knowledge Contribution in Online Communities",2007,1125,Meng Ma; Ritu Agarwal,A5100762316; A5081578599,Reputation; Computer science; Online community
W2478338686,Applied Spatial Statistics for Public Health Data,2004,1125,Lance A. Waller; Carol A. Gotway,A5070943287; A5076658707,Statistics; Spatial analysis; Public health
W1571401318,A Survey of Dimension Reduction Techniques,2002,1124,Imola K. Fodor,A5011012178,Dimension (graph theory); Computer science; Dimensionality reduction
W2030502096,Constructing a research database of social and environmental reporting by UK companies,1995,1124,Rob Gray; Reza Kouhy; Simon Lavers,A5109069624; A5001539882; A5000069389,Database; Set (abstract data type); Process (computing)
W2607941059,"Deep Learning for Medical Image Processing: Overview, Challenges and the Future",2017,1124,Imran Razzak; Saeeda Naz; Ahmad Zaib,A5033585021; A5017072744; A5104089337,Deep learning; Workload; Health care
W2594599876,EV-TRACK: transparent reporting and centralizing knowledge in extracellular vesicle research,2017,1123,Jan Van Deun; Pieter Mestdagh; Patrizia Agostinis; Özden Akay; Sushma Anand; Jasper Anckaert; Zoraida Andreu Martínez; Tine Baetens; Els Beghein; Laurence Bertier; Geert Berx; Janneke Boere; Stephanie Boukouris; Michel Bremer; Dominik Buschmann; James Brian Byrd; Clara Casert; Lesley Cheng; Anna Cmoch; Delphine Daveloose; Eva De Smedt; Şeyma Demirsoy; Victoria Depoorter; Bert Dhondt; Tom A. P. Driedonks; Aleksandra M. Dudek; Abdou ElSharawy; Ilaria Floris; Andrew D. Foers; Kathrin Gärtner; Abhishek D. Garg; Edward Geeurickx; Jan Gettemans; Farzaneh Ghazavi; Bernd Giebel; Tom Groot Kormelink; Grace Hancock; Hetty Helsmoortel; Andrew F. Hill; Vincent Hyenne; Hina Kalra; David Kim; Joanna Kowal; Sandra Kraemer; Petra Leidinger; Carina Leonelli; Yaxuan Liang; Lien Lippens; Shu Liu; Alessandra Lo Cicero; Shaun Martin; Suresh Mathivanan; Prabhu Mathiyalagan; Tamás Matusek; Gloria Milani; Marta Tortajada; Liselot Mus; Dillon C. Muth; Andrea H. Németh; Esther N. M. Nolte‐’t Hoen; Lorraine O’Driscoll; Roberta Palmulli; Michael W. Pfaffl; Bjarke Primdal-Bengtson; Erminia Romano; Quentin Rousseau; Susmita Sahoo; Natália G. Sampaio; Monisha Samuel; Benjamin J. Scicluna; Bieke Soen; Anneleen Steels; Johannes V. Swinnen; Maarit Takatalo; Safia Thaminy; Clotilde Théry; Joeri Tulkens; Isabel Van Audenhove; Susanne van der Grein; Alan Van Goethem; Martijn J. C. van Herwijnen; Guillaume van Niel; Nadine Van Roy; Alexander R. van Vliet; Niels Vandamme; Suzanne Vanhauwaert; Glenn Vergauwen; Frederik J. Verweij; Annelynn Wallaert; Marca H. M. Wauben; Kenneth W. Witwer; Marijke I. Zonneveld; Olivier De Wever; Jo Vandesompele; An Hendrix,A5054667964; A5058438834; A5091862786; A5068669688; A5054184823; A5026817687; A5061317364; A5016854984; A5017696178; A5049358507; A5042838758; A5047248456; A5044490545; A5110970609; A5025718257; A5065971122; A5002790595; A5035048222; A5012527034; A5033000882; A5046191844; A5084433390; A5004722214; A5002872965; A5055254489; A5110491947; A5033048234; A5008250826; A5019501311; A5004700226; A5064707969; A5088749948; A5090419553; A5076487388; A5031009228; A5030765087; A5051510307; A5075931930; A5019296552; A5089810278; A5070436845; A5100403311; A5090940243; A5015010419; A5012790801; A5016004596; A5040703483; A5062203708; A5100453856; A5053354430; A5103739538; A5066701356; A5078861980; A5107382099; A5061280642; A5008272570; A5086163487; A5011989673; A5045147759; A5051288617; A5025907836; A5008915275; A5032653169; A5013763181; A5059107334; A5007103026; A5008556921; A5062707367; A5068660391; A5012520678; A5021510140; A5032344134; A5016435003; A5090447945; A5011082133; A5024968347; A5091400824; A5074262255; A5110478934; A5062557416; A5031037985; A5050580492; A5015213142; A5035288330; A5012268585; A5037947455; A5063282588; A5081040690; A5040577614; A5054159214; A5078835957; A5016879420; A5034687681; A5086580140; A5075264102,Extracellular vesicles; Extracellular vesicle; Crowdsourcing
W2767547957,A survey on deep learning for big data,2017,1123,Qingchen Zhang; Laurence T. Yang; Zhikui Chen; Peng Li,A5112508228; A5049154222; A5053156190; A5102726984,Big data; Deep learning; Computer science
W3003192283,"Multi-omics Data Integration, Interpretation, and Its Application",2020,1123,Indhupriya Subramanian; Srikant Verma; Shiva Kumar; Abhay Jere; Krishanpal Anamika,A5005030922; A5046805952; A5103741251; A5029853668; A5065403457,Omics; Data integration; Data science
W2116817369,A survey of context modelling and reasoning techniques,2009,1122,Cláudio Bettini; Oliver Brdiczka; Karen Henricksen; Jadwiga Indulska; Daniela Nicklas; Anand Ranganathan; Daniele Riboni,A5010533347; A5110468428; A5028588608; A5033101274; A5014507893; A5110500429; A5074097123,Computer science; Context (archaeology); Variety (cybernetics)
W2146124716,Network items and the general social survey,1984,1122,Ronald S. Burt,A5071371826,Argument (complex analysis); Computer science; Sample (material)
W2155286781,"The Collaborative Cross, a community resource for the genetic analysis of complex traits",2004,1122,Gary A. Churchill; David Airey; Hooman Allayee; Joe M. Angel; Alan Attie; J. Thomas Beatty; William D. Beavis; John K. Belknap; Beth Bennett; Wade H. Berrettini; André Bleich; Molly A. Bogue; Karl W. Broman; Kari J. Buck; Edward S. Buckler; Margit Burmeister; Elissa J. Chesler; James M. Cheverud; Steven J. Clapcote; Melloni N. Cook; Roger Cox; John C. Crabbe; Wim E. Crusio; Ariel Darvasi; Christian F. Deschepper; R. W. Doerge; Charles R. Farber; Jiřı́ Forejt; Daniel P. Gaile; Steven J. Garlow; Hartmut Geiger; Howard K. Gershenfeld; Terry Gordon; Jing Gu; Weikuan Gu; Gerald de Haan; Nancy L. Hayes; Craig Heller; Heinz Himmelbauer; Robert Hitzemann; Kent W. Hunter; Hui-Chen Hsu; Fuad A. Iraqi; Boris Ivandic; Howard J. Jacob; Ritsert C. Jansen; Karl J. Jepsen; Dabney K. Johnson; Thomas E. Johnson; Gerd Kempermann; Christina Kendziorski; Malak Kotb; R. Frank Kooy; Bastien Llamas; Frank Lammert; Jean‐Michel Lassalle; Pedro R. Löwenstein; Lu Lu; Aldons J. Lusis; Kenneth F. Manly; Ralph Marcucio; Doug Matthews; Juan F. Medrano; Darla R. Miller; Guy Mittleman; Beverly A. Mock; Jeffrey S. Mogil; Xavier Montagutelli; Grant Morahan; D.G. Morris; Richard Mott; Joseph H. Nadeau; Hiroki Nagase; Richard S. Nowakowski; Bruce F. O’Hara; А. В. Осадчук; Grier P. Page; Beverly Paigen; Kenneth Paigen; Abraham A. Palmer; Huei-Ju Pan; Leena Peltonen-Palotie; Jeremy L. Peirce; Daniel Pomp; Michal Pravenec; Daniel R. Prows; Zhonghua Qi; Roger H. Reeves; John Roder; Glenn D. Rosen; Eric E. Schadt; Leonard C. Schalkwyk; Ze’ev Seltzer; Kazuhiro Shimomura; Siming Shou; Mikko J. Sillanpää; Linda D. Siracusa; Hans-Willem Snoeck; Jimmy L. Spearow; Karen L. Svenson,A5012821611; A5102894242; A5081109402; A5081959107; A5066344931; A5003092493; A5056539730; A5053304883; A5057519121; A5102786957; A5085865659; A5019090106; A5078084607; A5105835057; A5020150778; A5009990416; A5022843316; A5087500022; A5028405413; A5006471641; A5088570300; A5038492593; A5055581828; A5084407962; A5072029213; A5109392450; A5011655565; A5027125212; A5041432437; A5013602737; A5009491648; A5012135050; A5108378470; A5017165240; A5009729295; A5025350377; A5024886799; A5073917203; A5055728996; A5109190156; A5050759731; A5113885257; A5055337126; A5058100086; A5103822327; A5101455731; A5022511735; A5052980864; A5048615839; A5080409608; A5086207166; A5081260720; A5073485583; A5082962342; A5013003026; A5108295528; A5080277287; A5100366032; A5024741961; A5006448639; A5012582399; A5063837726; A5014699274; A5078314804; A5036800941; A5033501473; A5005776897; A5028018778; A5053112911; A5067788402; A5041500119; A5091606904; A5017785312; A5033238482; A5103175652; A5087103468; A5039501195; A5111487890; A5071509189; A5031236440; A5025942702; A5007213167; A5111909108; A5036900259; A5033492851; A5053030917; A5003282336; A5004746966; A5111715744; A5044243414; A5071946434; A5057837314; A5113433367; A5023626511; A5031510511; A5055050168; A5027908111; A5110201583; A5004389631; A5083212650,Biology; Trait; Complex disease
W2167030304,Approximate Bayesian Computation in Evolution and Ecology,2010,1122,Mark Beaumont,A5018479163,Approximate Bayesian computation; Divergence (linguistics); Bayesian probability
W2300469216,Knowledge graph refinement: A survey of approaches and evaluation methods,2016,1122,Heiko Paulheim,A5040542771,Computer science; Knowledge graph; Graph
W3123459983,A survey on federated learning,2021,1122,Chen Zhang; Yu Xie; Hang Bai; Bin Yu; Weihong Li; Yuan Gao,A5100374160; A5000102478; A5083468753; A5101538432; A5100781284; A5011958968,Federated learning; Computer science; Upload
W2090924278,Nanopore analytics: sensing of single molecules,2009,1121,Stefan Howorka; Zuzanna S. Siwy,A5089105218; A5015100789,Nanopore; Nanotechnology; Chemistry
W2094678200,NCBI GEO: archive for functional genomics data sets--10 years on,2010,1121,Tanya Barrett; D. B. Troup; S. E. Wilhite; Pierre Ledoux; C. Evangelista; Irene F. Kim; Maxim Tomashevsky; Kimberly A. Marshall; Katherine Phillippy; Philip M. Sherman; R. N. Muertter; Michelle Holko; Oluwabukunmi Ayanbule; Andrey Yefanov; А. Г. Соболева,A5064363027; A5056903687; A5063352946; A5042855425; A5114133430; A5009841358; A5040359125; A5011077393; A5001119271; A5030726218; A5010077642; A5026954579; A5082548984; A5051103324; A5084013137,Biology; Microarray databases; DNA microarray
W2111954076,New developments in museum-based informatics and applications in biodiversity analysis,2004,1120,Catherine H. Graham; Simon Ferrier; Falk Huettman; Craig Moritz; A. Townsend Peterson,A5054824197; A5041115618; A5086228913; A5073128973; A5026094744,Data science; Biodiversity; Field (mathematics)
W2115641485,Theory and Practice of Histotechnology,1981,1120,RAB Drury,A5061125413,Data science; Medicine; Bioinformatics
W2297459312,Qualitative Descriptive Methods in Health Science Research,2016,1120,Karen Colorafi; Bronwynne C. Evans,A5020728864; A5033909239,Qualitative research; Descriptive research; Research design
W2912818999,OPLS3e: Extending Force Field Coverage for Drug-Like Small Molecules,2019,1120,Katarina Roos; Chuanjie Wu; Wolfgang Damm; Mark Reboul; James Stevenson; Chao Lü; Markus K. Dahlgren; Sayan Mondal; Wei Chen; Lingle Wang; Robert Abel; Richard A. Friesner; Edward Harder,A5083310380; A5013662973; A5012615940; A5061598648; A5081959751; A5008053036; A5084246316; A5085619646; A5100344522; A5073422740; A5017942901; A5012437524; A5045848997,Force field (fiction); Computer science; Field (mathematics)
W2013093146,Ontology Matching: State of the Art and Future Challenges,2011,1119,Pavel Shvaiko; Jérôme Euzenat,A5110499040; A5114064406,Ontology; Ontology alignment; Computer science
W3015163167,CINeMA: An approach for assessing confidence in the results of a network meta-analysis,2020,1119,Adriani Nikolakopoulou; Julian P. T. Higgins; Theodoros Papakonstantinou; Anna Chaimani; Cinzia Del Giovane; Matthias Egger; Georgia Salanti,A5069340620; A5031195893; A5075375056; A5090381428; A5063885814; A5077161809; A5088217633,Meta-analysis; Movie theater; Credibility
W1615535881,Zebrafish as tools for drug discovery,2015,1118,Calum A. MacRae; Randall T. Peterson,A5052863636; A5060379127,Zebrafish; Drug discovery; Computational biology
W2022199909,The Landscape of long noncoding RNA classification,2015,1117,Georges St. Laurent; Claes Wahlestedt; Philipp Kapranov,A5110341550; A5063089135; A5008738173,Biology; Terminology; Annotation
W2073700017,An Updated and Streamlined Technology Readiness Index,2014,1117,A. Parasuraman; Charles L. Colby,A5036268503; A5003477327,Variety (cybernetics); Scale (ratio); Reliability (semiconductor)
W3047747926,Digital technologies in the public-health response to COVID-19,2020,1117,Jobie Budd; Benjamin S. Miller; Erin Manning; Vasileios Lampos; Mengdie Zhuang; Michael Edelstein; Geraint Rees; Vincent C. Emery; Molly M. Stevens; Neil Keegan; Michael Short; Deenan Pillay; Ed Manley; Ingemar J. Cox; Dominique Heymann; Margaret Johnson; Rachel A. McKendry,A5091479522; A5046183614; A5102869609; A5047344016; A5085632312; A5050597590; A5074881456; A5041239505; A5044430674; A5035182550; A5016807947; A5017146733; A5049665350; A5047286157; A5044744240; A5101452753; A5035620868,Contact tracing; Digital health; Public health
W2114309015,"Data Processing System (DPS) software with experimental design, statistical analysis and data mining developed for use in entomological research",2012,1116,Qiyi Tang; Chuan‐Xi Zhang,A5101740194; A5055500444,Software; Statistical analysis; Data mining
W2168130919,Systematic literature reviews in software engineering – A tertiary study,2010,1115,Barbara Kitchenham; Rialette Pretorius; David Budgen; O. Pearl Brereton; Mark Turner; Mahmood Niazi; Stephen Linkman,A5012102325; A5027093536; A5061755008; A5012868299; A5001344018; A5041382184; A5111517058,Curriculum; Quality (philosophy); Computer science
W2063904635,Empirical study of topic modeling in Twitter,2010,1114,Liangjie Hong; Brian D. Davison,A5111614684; A5042328810,Computer science; Social media; World Wide Web
W1974294929,Qualitative data analysis: the framework approach,2011,1113,Joanna Smith; Jill Firth,A5015315097; A5112256351,Popularity; Qualitative research; Computer science
W2122925767,Connecting Diverse Knowledge Systems for Enhanced Ecosystem Governance: The Multiple Evidence Base Approach,2014,1112,Maria Tengö; Eduardo S. Brondízio; Thomas Elmqvist; Pernilla Malmer; Marja Spierenburg,A5026738606; A5021687049; A5004330953; A5046287170; A5090202452,Knowledge management; Corporate governance; Knowledge base
W2073042971,Analysing and presenting qualitative data,2008,1111,P Burnard; Paul Gill; Kate Stewart; Elizabeth Treasure; Barbara Chadwick,A5111527883; A5011331352; A5059149793; A5012436729; A5020741047,Qualitative research; Qualitative property; Computer science
W2162630660,,2000,1111,Andrew Kachites McCallum; Kamal Nigam; Jason D. M. Rennie; Kristie Seymore,A5103424470; A5023964724; A5086590798; A5053848930,Computer science; World Wide Web; The Internet
W3026226282,A digital supply chain twin for managing the disruption risks and resilience in the era of Industry 4.0,2020,1111,Dmitry Ivanov; Alexandre Dolgui,A5085640653; A5015824343,Supply chain; Visibility; Resilience (materials science)
W1498552788,Second language research methods,1989,1110,Herbert W. Seliger; Elana Shohamy,A5081662082; A5044452011,Contextualization; Research design; Computer science
W4302366875,Information Theory,2011,1110,Imre Csiszár; János Körner,A5026417214; A5081660521,Computer science; Key (lock); Field (mathematics)
W3005127469,Eleven grand challenges in single-cell data science,2020,1109,David Lähnemann; Johannes Köster; Ewa Szczurek; Davis J. McCarthy; Stephanie C. Hicks; Mark D. Robinson; Catalina A. Vallejos; Kieran R. Campbell; Niko Beerenwinkel; Ahmed Mahfouz; Luca Pinello; Pavel Skums; Alexandros Stamatakis; Camille Stephan‐Otto Attolini; Samuel Aparício; Jasmijn A. Baaijens; Marleen Balvert; Buys de Barbanson; Antonio Cappuccio; Giacomo Corleone; Bas E. Dutilh; Maria Florescu; Victor Guryev; Rens Holmer; Katharina Jahn; Thamar Jessurun Lobo; Emma M Keizer; Indu Khatri; Szymon M. Kiełbasa; Jan O. Korbel; Alexey M. Kozlov; Tzu-Hao Kuo; Boudewijn P. F. Lelieveldt; Ion Măndoiu; John C. Marioni; Tobias Marschall; Felix Mölder; Amir Niknejad; Alicja Rączkowska; Marcel Reinders; Jeroen de Ridder; Antoine-Emmanuel Saliba; Antonios Somarakis; Oliver Stegle; Fabian J. Theis; Huan Yang; Alex Zelikovsky; Alice C. McHardy; Benjamin J. Raphael; Sohrab P. Shah; Alexander Schönhuth,A5108916122; A5005124395; A5036326710; A5034469657; A5028505800; A5029455059; A5005082169; A5005821516; A5035497488; A5006562407; A5078228499; A5052456631; A5025640090; A5085139761; A5074271128; A5000303828; A5063491180; A5028105530; A5068866514; A5008548817; A5084321697; A5012181400; A5050979301; A5044698265; A5102807386; A5082299380; A5030754944; A5032153099; A5021607152; A5071136927; A5108777053; A5110665573; A5019003563; A5014788373; A5042376614; A5067570776; A5046976706; A5027422333; A5044049473; A5052699801; A5071483953; A5112562473; A5004232884; A5091002491; A5083128670; A5037505637; A5072751459; A5081103408; A5025899028; A5033441782; A5001148638,Compendium; Data science; Biology
W1543415010,"Cause and Correlation in Biology: A User's Guide to Path Analysis, Structural Equations and Causal Inference",2009,1108,Bill Shipley,A5037357727,Jargon; Causal inference; Path analysis (statistics)
W2033609349,Big Data In Health Care: Using Analytics To Identify And Manage High-Risk And High-Cost Patients,2014,1107,David W. Bates; Suchi Saria; Lucila Ohno‐Machado; Anand Shah; Gabriel J. Escobar,A5036110536; A5055371276; A5084415954; A5006632874; A5047682068,Big data; Analytics; Triage
W2579779633,Triangulation in aetiological epidemiology,2016,1107,Debbie A. Lawlor; Kate Tilling; George Davey Smith,A5054791973; A5022945304; A5013184354,Causal inference; Triangulation; Inference
W3046539507,"Impact of COVID-19 pandemic on information management research and practice: Transforming education, work and life",2020,1106,Yogesh K. Dwivedi; David L. Hughes; Crispin Coombs; Ioanna Constantiou; Yanqing Duan; John S. Edwards; Babita Gupta; Banita Lal; Santosh K. Misra; Prakhar Prashant; Ramakrishnan Raman; Nripendra P. Rana; Sujeet Kumar Sharma; Nitin Upadhyay,A5048622877; A5022668877; A5018731131; A5070471120; A5032994640; A5007695310; A5012280666; A5103045218; A5018760782; A5035669983; A5072261829; A5034248834; A5037836435; A5034152853,Coronavirus disease 2019 (COVID-19); Pandemic; Work (physics)
W1864021403,The arabidopsis information resource: Making and mining the “gold standard” annotated reference plant genome,2015,1105,Tanya Berardini; Leonore Reiser; Donghui Li; Yarik Mezheritsky; Robert Müller; Emily Strait; Eva Huala,A5062305384; A5012134423; A5100336705; A5050337558; A5052914309; A5039754348; A5060484643,Arabidopsis; Phoenix; Resource (disambiguation)
W2044762091,Structured Compressed Sensing: From Theory to Applications,2011,1105,Marco F. Duarte; Yonina C. Eldar,A5079975633; A5005913897,Compressed sensing; Computer science; Bridging (networking)
W2068746655,The first decade of the community of inquiry framework: A retrospective,2009,1105,D. Randy Garrison; Terry Anderson; Walter Archer,A5016514903; A5062188358; A5109860050,Community of inquiry; Perspective (graphical); Research methodology
W3008231817,A tale of two databases: the use of Web of Science and Scopus in academic papers,2020,1105,Junwen Zhu; Weishu Liu,A5058595261; A5046959078,Scopus; Web of science; Citation
W2591743939,Numerical recipes—the art of scientific computing,1987,1103,H.K. Huang,A5113685197,Computer science; Computer graphics (images); Data science
W2963355311,Deep learning-based electroencephalography analysis: a systematic review,2019,1103,Yannick Roy; Hubert Banville; Isabela Albuquerque; Alexandre Gramfort; Tiago H. Falk; Jocelyn Faubert,A5046218570; A5033095909; A5076900336; A5018256474; A5065418889; A5065332787,Electroencephalography; Computer science; Context (archaeology)
W1527520754,Statistical Physics of Spin Glasses and Information Processing,2001,1102,Hidetoshi Nishimori,A5057513894,Viewpoints; Spin glass; Statistical mechanics
W1965964177,Can Tweets Predict Citations? Metrics of Social Impact Based on Twitter and Correlation with Traditional Metrics of Scientific Impact,2011,1101,Günther Eysenbach,A5032622638,Altmetrics; Social media; Microblogging
W2017041372,"Information, Systems and Information Systems-Making Sense of the Field.",1999,1101,Ann Taket; Peter Checkland; Sue Holwell,A5036131401; A5017839059; A5054597957,Information system; Computer science; Information technology
W2040090261,The origins and evolution of scenario techniques in long range business planning,2005,1101,Ron Bradfield; George Wright; George Burt; George Cairns; Ferdinand van der Heijden,A5110158995; A5000428186; A5103473903; A5053354039; A5065298754,Futures contract; Scenario planning; Salient
W2035530476,Systems Biology and New Technologies Enable Predictive and Preventative Medicine,2004,1100,Leroy Hood; James R. Heath; Michael E. Phelps; Biaoyang Lin,A5085306431; A5032990625; A5103553501; A5048050210,Personalized medicine; Systems biology; Systems medicine
W3094948551,CatBoost for big data: an interdisciplinary review,2020,1100,John Hancock; Taghi M. Khoshgoftaar,A5047489766; A5089170562,Computer science; Machine learning; Artificial intelligence
W1602136775,Proceedings of the 28th ACM International Conference on Information and Knowledge Management,2019,1099,Otthein Herzog; Hans‐Jörg Schek; Norbert Fuhr; Abdur Chowdhury; Wilfried Teiken,A5047956771; A5110166699; A5054035663; A5103951527; A5061555792,Computer science; Knowledge management; Information retrieval
W1633681515,RETRACTED ARTICLE: TREEFINDER: a powerful graphical analysis environment for molecular phylogenetics,2004,1099,Gangolf Jobb; Arndt von Haeseler; Korbinian Strimmer,A5037510851; A5085983122; A5000442405,Phylogenetic tree; Phylogenetics; Java
W2108781206,Case Study As a Research Method,2007,1099,Zaidah Zainal,A5032770184,Data collection; Computer science; Research methodology
W2164827649,Combining Qualitative and Quantitative Methods in Information Systems Research: A Case Study,1988,1099,Bonnie Kaplan; Dennis Duchon,A5057025052; A5003386453,Qualitative research; Information system; Computer science
W2173536757,A Guide to Conducting a Standalone Systematic Literature Review,2015,1099,Chitu Okoli,A5044798459,Systematic review; Management science; Field (mathematics)
W2946901414,Deep learning for cellular image analysis,2019,1099,Erick Moen; Dylan Bannon; Takamasa Kudo; William D. Graf; Markus W. Covert; David Van Valen,A5089437743; A5030797397; A5034416480; A5066880171; A5064086976; A5045170248,Deep learning; Computer science; Artificial intelligence
W767067438,A review of the literature on citation impact indicators,2016,1099,Ludo Waltman,A5027467000,Citation impact; Citation; Scopus
W2104463360,Best practices for use of stable isotope mixing models in food-web studies,2014,1098,Donald L. Phillips; Richard Inger; Stuart Bearhop; Andrew L. Jackson; Jonathan W. Moore; Andrew Parnell; Brice X. Semmens; Eric J. Ward,A5067571613; A5022890499; A5052126292; A5018495124; A5070014514; A5072332476; A5036877484; A5024451566,Mixing (physics); Sophistication; Variance (accounting)
W2748868501,Understanding the mirai botnet,2017,1097,Manos Antonakakis; Tim April; Michael Bailey; Matthew Bernhard; Elie Bursztein; Jaime Cochran; Zakir Durumeric; J. Alex Halderman; Luca Invernizzi; Michalis Kallitsis; Deepak Kumar; Chaz Lever; Zane Ma; Joshua Mason; Damian Menscher; Chad Seaman; Nick Sullivan; Kurt Thomas; Yi Zhou,A5067105657; A5075041439; A5045573429; A5109375988; A5058819105; A5027769445; A5069939742; A5065822688; A5064912041; A5019169583; A5075915146; A5033282903; A5087894470; A5113469293; A5031692876; A5041878732; A5086868064; A5024050018; A5101784389,Botnet; Denial-of-service attack; Computer science
