Id,Label,Degree
A5026432396,Ekaterina Damer,4
A5001594330,Peter Stone,1
A5088276691,Manuela Veloso,17
A5001323059,Debleena Paul,5
A5031672719,Gaurav Sanap,5
A5073993656,Snehal Shenoy,5
A5090795733,Dnyaneshwar Kalyane,5
A5082544781,Kiran Kalia,5
A5001960785,Rakesh Kumar Tekade,5
A5000505135,Carlos P. Zalaquett,1
A5110899682,Richard James Wood,1
A5008911070,Lars Bo Jeppesen,1
A5089560559,Karim R. Lakhani,1
A5070072997,Robert M. Parrish,25
A5038255190,Lori A. Burns,25
A5010752534,Daniel G. A. Smith,25
A5026824413,Andrew C. Simmonett,25
A5059776754,A. Eugene DePrince,25
A5040826329,Edward G. Hohenstein,25
A5004556062,Uğur Bozkaya,25
A5065587671,Alexander Yu. Sokolov,25
A5083751518,Roberto Di Remigio,25
A5043107391,Ryan M. Richard,25
A5090793041,Jérôme F. Gonthier,25
A5101546770,Andrew M. James,25
A5024832892,Harley R. McAlexander,25
A5100671736,Ashutosh Kumar,25
A5027570259,Masaaki Saitow,25
A5100411507,Xiao Wang,25
A5058046339,Prakash Verma,25
A5033633287,Henry F. Schaefer,25
A5001210693,Konrad Patkowski,25
A5084390219,Rollin A. King,25
A5055658408,Edward F. Valeev,25
A5090917114,Francesco A. Evangelista,25
A5083381055,Justin M. Turney,25
A5046036704,T. Daniel Crawford,25
A5012621100,C. David Sherrill,25
A5000312022,Christian M. Lastoskie,2
A5055124393,Keith E. Gubbins,2
A5018457236,N. Quirke,2
A5022409517,J.S. Briggs,0
A5020704831,Catherine Marina Pickering,1
A5053951579,Jason Byrne,1
A5085121177,Rachel B. Getman,3
A5101962669,Youn‐Sang Bae,3
A5046343559,Christopher E. Wilmer,3
A5019016673,Randall Q. Snurr,3
A5043060302,Björn W. Schuller,3
A5069555295,Yunqing Xia,3
A5008656115,Catherine Havasi,3
A5037053327,Edward Segel,1
A5090570042,Jeffrey Heer,1
A5041794289,Yogesh Simmhan,2
A5060672408,Beth Plale,2
A5112184577,Dennis Gannon,2
A5000969982,Linyuan Lü,5
A5029425733,Duanbing Chen,5
A5077223066,Xiao-Long Ren,5
A5081789086,Qian-Ming Zhang,5
A5101532923,Yi‐Cheng Zhang,5
A5090925242,Tao Zhou,5
A5031078171,David M. Murray,0
A5050483780,Floyd J. Fowler,0
A5069968008,Norman Blaikie,0
A5101401481,Manjul Gupta,1
A5036386232,Joey F. George,1
A5076694286,Adam Bohr,1
A5005302633,Kaveh Memarzadeh,1
A5084145744,Jennifer Shirk,6
A5034612926,Tina Phillips,35
A5113460120,Andrea Wiggins,35
A5091347191,Heidi L. Ballard,6
A5080831692,Abraham J. Miller‐Rushing,6
A5084830695,Julia K. Parrish,6
A5047848122,Gökçe Akçayır,1
A5050294134,Murat Akçayır,1
A5065723356,Alexander Ostrovsky,93
A5090394262,Alexandru Mahmoud,93
A5021677313,Andrew Lonie,93
A5067115833,Anna Syme,93
A5062293799,Anne Fouilloux,93
A5003706908,Anthony Bretaudeau,93
A5080170772,Anup Kumar,93
A5027307091,Arthur C. Eschenlauer,93
A5096322332,Assunta D DeSanto,93
A5040875640,Beatriz Serrano‐Solano,93
A5018311228,Bradley W. Langhorst,93
A5045352497,Bridget Carr,93
A5019018593,Bryan Raubenolt,93
A5026299525,Cameron Hyde,93
A5108237249,Catherine J. Bromhead,93
A5087764384,Christopher B. Barnett,93
A5075483312,Coline Royaux,93
A5032899433,Cristóbal Gallardo,93
A5010611898,Daniel Fornika,93
A5048901212,David Anderson de Lima Morais,93
A5096255201,David López Tabernero,93
A5015170095,Delphine Larivière,93
A5054086393,Engy Nasr,93
A5046629951,Federico Zambelli,93
A5029682281,Florian Heyl,93
A5078171708,Fotis Psomopoulos,93
A5034617878,Frederik Coppens,93
A5007948957,Gareth Price,93
A5086775972,Gianmauro Cuccuru,93
A5075852017,Gildas Le Corguillé,93
A5030882331,Gulsum Gudukbay Akbulut,93
A5088709542,Hans-Rudolf Hotz,93
A5060114066,Ignacio Eguinoa,93
A5057816946,Igor V. Makunin,93
A5006762468,Isuru Ranawaka,93
A5035916471,James Taylor,93
A5056084730,Jayadev Joshi,93
A5086460627,Kaivan Kamali,93
A5012038702,Keith Suderman,93
A5066638928,Krzysztof Poterlowicz,93
A5114514866,Le Bras Yvan,93
A5056147236,Lucille Lopez‐Delisle,93
A5029947667,Luke Sargent,93
A5044499655,Madeline E. Bassetti,93
A5013315777,M. A. Tangaro,93
A5044658728,Matthias Fahrner,93
A5043795166,Mehmet Tekman,93
A5046946899,Melanie Christine Föll,93
A5020288899,Michael R. Crusoe,93
A5015806935,Miguel Roncoroni,93
A5040983164,Natalie Kucher,93
A5006502846,Nicholas Stoler,93
A5111740753,Nick Rhodes,93
A5017853825,Niko Pinter,93
A5001522124,Nuwan Goonasekera,93
A5101428806,Pablo Moreno,93
A5019620266,Pavankumar Videm,93
A5069552188,Mélanie Pétéra,93
A5029498433,Pietro Mandreoli,93
A5067118759,Pratik Jagtap,93
A5014261059,Qiang Gu,93
A5013377183,Ralf J. M. Weber,93
A5077343559,Ruben H.P. Vorderman,93
A5074898528,Sergey Golitsynskiy,93
A5060605357,Shilpa Garg,93
A5027704744,Simon Bray,93
A5011419869,Simon Gladman,93
A5041142252,Simone Leo,93
A5082971131,Subina Mehta,93
A5017175864,Timothy J. Griffin,93
A5033323351,Yves Vandenbrouck,93
A5025641135,Nils Koch‐Henriksen,1
A5066796645,Per Soelberg Sørensen,1
A5057053404,Joseph Bonneau,5
A5005295367,Andrew Miller,5
A5037375405,Jeremy Clark,5
A5058102069,Arvind Narayanan,5
A5041167419,Joshua A. Kroll,5
A5108360806,Edward W. Felten,5
A5001224758,Sylvie Lambert,1
A5055455684,Carmen G. Loiselle,1
A5103245119,Yongjun Xu,47
A5100352246,Xin Liu,47
A5100677572,Xin Cao,47
A5001246465,Changping Huang,47
A5015023458,Enke Liu,47
A5103854239,Sen Qian,47
A5100644714,Xingchen Liu,47
A5101053493,Yanjun Wu,47
A5006007824,Fengliang Dong,47
A5089609880,Cheng‐Wei Qiu,47
A5080352044,Junjun Qiu,47
A5035520117,Keqin Hua,47
A5025685034,Wentao Su,47
A5026200576,Jian Wu,47
A5073342449,Huiyu Xu,47
A5102020124,Yong Han,47
A5006131405,Chenguang Fu,47
A5029368014,Zhigang Yin,47
A5100348891,Miao Liu,47
A5063072445,Ronald Roepman,47
A5079535982,Sabine Dietmann,47
A5058621549,Marko Virta,47
A5059989199,Fredrick Orori Kengara,47
A5100379796,Ze Zhang,47
A5115603648,Lifu Zhang,47
A5026708844,Taolan Zhao,47
A5004124688,Ji Dai,47
A5028692805,Jialiang Yang,47
A5069308334,Liang Lan,47
A5103274860,Ming Luo,47
A5026928002,Liu Zhao-feng,47
A5014272581,Tao An,47
A5100392856,Bin Zhang,47
A5053656744,Xiao He,47
A5103194476,Shan Cong,47
A5100321213,Xiaohong Liu,47
A5100441730,Wei Zhang,47
A5089429798,James P. Lewis,47
A5100341279,Qi Wang,47
A5055016576,Zhulin An,47
A5100455750,Fei Wang,47
A5100337167,Libo Zhang,47
A5025077602,Tao Huang,47
A5071822954,Chuan Lü,47
A5072627238,Zhipeng Cai,47
A5029053811,Wang Fang,47
A5028980812,Jiabao Zhang,47
A5073424887,Zhiqiang Pang,6
A5037949315,Le Chang,6
A5085648035,Orçun Haçarız,6
A5032192522,Jan vom Brocke,5
A5067540350,Alexander Simons,5
A5084671818,Björn Niehaves,7
A5108072719,Kai Reimer,5
A5048139020,Ralf Plattfaut,5
A5034474310,Anne Cleven,5
A5058851094,David Benavides,2
A5057070358,Sergio Segura,2
A5072611940,Antonio Ruiz‐Cortés,2
A5026752463,Luke K. Ursell,3
A5007811014,Laura Wegener Parfrey,3
A5042679237,Claudia Loebbecke,1
A5110517947,Arnold Picot,1
A5014901267,Richard Hull,1
A5102145852,Roger King,1
A5105036658,Peter D. Grünwald,0
A5079085366,Lichan Hong,3
A5054775817,Peter Pirolli,3
A5006108971,Asunción Gómez‐Pérez,2
A5010898830,Mariano Fernández‐López,2
A5082377531,Óscar Corcho,2
A5004412496,David Stephens,1
A5059753094,Viki Allan,1
A5050902528,Indrajeet Patil,0
A5083814836,Hyunsook Do,2
A5025318877,Sebastian Elbaum,2
A5052249797,Gregg Rothermel,2
A5010618664,John H. Gennari,7
A5009128820,Mark A. Musen,7
A5050260505,Ray W. Fergerson,7
A5077220836,William Grosso,7
A5036122100,Monica Crubézy,7
A5112176821,Henrik Eriksson,7
A5111383811,Natalya F. Noy,7
A5069923867,Samson W. Tu,7
A5021588071,Paul E. Green,1
A5036096706,Vithala R. Rao,1
A5000690078,Travis C. Glenn,0
A5009231849,Mark C. Urban,21
A5007981546,Greta Bocedi,21
A5063300827,Andrew P. Hendry,21
A5059207271,Jean‐Baptiste Mihoub,21
A5012472811,Alexander Singer,21
A5063772442,Jon R. Bridle,21
A5006356434,Lisa G. Crozier,21
A5043746667,Luc De Meester,21
A5000965544,William Godsoe,21
A5059590788,Andrew Gonzalez,21
A5051745258,Jessica J. Hellmann,21
A5036099998,Robert D. Holt,21
A5110881324,A. Huth,21
A5076945974,Karin Johst,21
A5064297300,Cornelia B. Krug,21
A5104055243,Steven C. Palmer,21
A5073100633,Jelena H. Pantel,21
A5009174358,Andreas Schmitz,21
A5038681692,Patrick A. Zollner,21
A5034983614,Justin M. J. Travis,21
A5003102624,Carolyn Feher Waltz,2
A5042512257,Ora L. Strickland,2
A5042856882,Elizabeth R. Lenz,2
A5068248399,Dawn Field,71
A5046610436,Tanya Gray,71
A5059921894,Norman Morrison,71
A5038878923,Jeremy Selengut,120
A5000103333,Peter Sterk,71
A5073454926,Tatiana Tatusova,71
A5028972835,Nicholas R. Thomson,71
A5035183775,Michael J. Allen,71
A5010137910,Samuel V. Angiuoli,71
A5003157219,Nelson Axelrod,71
A5014664087,Sandra L. Baldauf,71
A5113574308,S. Ballard,71
A5039696693,Jeffrey L. Boore,71
A5003288277,James H. Cole,71
A5013637445,Peter Dawyndt,71
A5053142611,Paul de Vos,71
A5067498631,Claude W. dePamphilis,71
A5003383611,Nadeem Faruque,71
A5002282632,Robert A. Feldman,71
A5057060580,Jack A. Gilbert,71
A5028247582,Paul Gilna,71
A5091470163,Frank Oliver Glöckner,71
A5061578926,Philip Goldstein,71
A5017811194,Robert Guralnick,78
A5082930251,Dan H. Haft,71
A5042479452,David G. Hancock,71
A5088635782,Christiane Hertz‐Fowler,71
A5006756255,Ian Joint,71
A5061360655,Leonid Kagan,71
A5113575767,Matthew D. Kane,71
A5076694922,Jessie Kennedy,71
A5089948498,George A. Kowalchuk,71
A5014425944,Renzo Kottmann,71
A5087861388,Eugene Kolker,71
A5019080633,Saul Kravitz,71
A5023696415,Nikos C. Kyrpides,71
A5055252653,Jim Leebens‐Mack,71
A5101823033,Kelvin Li,71
A5087271600,Allyson Lister,71
A5059579347,Phillip Lord,71
A5039190520,Natalia Maltsev,71
A5001231740,Jennifer B. H. Martiny,71
A5111945767,Richard Moxon,71
A5084268602,Julian Parkhill,71
A5109388818,Lita M. Proctor,71
A5067205063,Owen White,71
A5026759563,Andrew J. Spiers,71
A5106725294,Robert Stevens,71
A5069898487,Paul Swift,71
A5075874654,Chris Taylor,71
A5015936615,Yoshio Tateno,71
A5039663129,Adrian Tett,71
A5050768711,Sarah L. Turner,71
A5013526952,David W. Ussery,71
A5075369666,Robert Vaughan,71
A5101522277,Naomi Ward,71
A5048513438,Trish Whetzel,71
A5011786754,Ingio San Gil,71
A5025813081,Gareth A. Wilson,71
A5109550239,Kenneth C. Calman,0
A5062120170,Rebecca Armstrong,3
A5109861806,Belinda J. Hall,3
A5036161464,Jodie Doyle,3
A5109226276,Elizabeth Waters,3
A5050311839,Jean‐Paul Chavas,0
A5100328904,Shuai Zhang,3
A5052731721,Lina Yao,3
A5100618738,Aixin Sun,3
A5103069680,Yi Tay,3
A5113974966,Yehuda Koren,0
A5043303406,Renée Sieber,0
A5066581773,Geoff Wong,4
A5077191361,Gill Westhorp,4
A5057726913,Jeanette Buckingham,4
A5058691190,Ray Pawson,4
A5110762007,Carmen Elena Condrat,8
A5086694229,Dana Claudia Thompson,8
A5074898246,Mădălina Gabriela Barbu,8
A5074095114,Oana Larisa Bugnar,8
A5076857779,Andreea Elena Boboc,8
A5026705198,Dragoș Crețoiu,8
A5061546590,Nicolae Suciu,8
A5082079599,Sanda Maria Creţoiu,8
A5103774699,Silviu Cristian Voinea,8
A5049186755,Glen L. Urban,1
A5074816094,Tinne Tuytelaars,1
A5024769212,Krystian Mikolajczyk,1
A5066140517,William S. Bush,1
A5032971510,Jason H. Moore,1
A5090022750,Alexander Hars,0
A5070054866,Ann Chervenak,4
A5068474522,C. Salisbury,4
A5007686652,Steven Tuecke,4
A5037098355,David M. Weiss,1
A5058773781,Richard C. Alkire,3
A5086270334,H. Gerischer,3
A5109237085,Dieter M. Kolb,3
A5002135939,Charles W. Tobias,3
A5047569435,Michael K. Buckland,0
A5074855621,Khawla Obeidat,2
A5059909309,Diane Losardo,2
A5083971720,Ferric C. Fang,2
A5035415332,R. Grant Steen,2
A5077902719,Arturo Casadevall,2
A5076057781,Nira Liberman,1
A5082644950,Yaacov Trope,1
A5032973733,Flavio Bonomi,3
A5078277098,Rodolfo Milito,3
A5109336188,Preethi Natarajan,3
A5059354326,Jiang Zhu,3
A5034703461,Milton B. Dobrin,0
A5006653103,Andy M. Connor,0
A5002922019,Qian-Yi Zhou,2
A5100611457,Jaesik Park,2
A5006181255,Vladlen Koltun,2
A5066694165,Bernd W. Wirtz,3
A5077118024,Adriano Pistoia,3
A5057711214,Sebastian Ullrich,3
A5074028047,Vincent Göttel,3
A5023951465,Penelope Hawe,2
A5072956877,Alan Shiell,2
A5103183420,Therese Riley,2
A5112342128,Danielle N. Shapiro,2
A5036058801,Pam Mueller,2
A5076454480,Sunil Vadera,0
A5081925956,Stephen Robertson,1
A5086495684,Hugo Zaragoza,1
A5068235545,Nathan Rosenberg,0
A5030687197,David H. Olson,3
A5067215099,G. T. Kokotailo,3
A5012175075,Stephen L. Lawton,3
A5109853453,W.M. Meier,3
A5090208436,Thomas Strang,1
A5064469861,Claudia Linnhoff–Popien,1
A5048844041,Stefan Seuring,1
A5065453187,Stefan Gold,1
A5083215822,Victor Jupp,0
A5089660389,Frederick J. Gravetter,1
A5070286863,Larry B. Wallnau,1
A5005545405,Dietmar Jannach,3
A5039093142,Markus Zanker,3
A5033783997,Alexander Felfernig,3
A5037543382,Gerhard Friedrich,3
A5034539564,Cynthia C. Gilmour,2
A5029231077,E. A. Henry,2
A5113564451,Ralph Mitchell,2
A5064409018,Philip J. Seddon,2
A5005478194,Doug P. Armstrong,3
A5074684207,Richard F. Maloney,2
A5041839711,Carsten Hjorthøj,3
A5027729705,Anne Emilie Stürup,3
A5013031947,John J. McGrath,3
A5086645962,Shanzhi Chen,4
A5076837663,Hui Xu,4
A5011014977,Dake Liu,4
A5100748121,Bo Hu,4
A5004919991,Hucheng Wang,4
A5052902376,Alexandra C. Schrimpe‐Rutledge,3
A5070957190,Simona G. Codreanu,3
A5063940912,Stacy D. Sherrod,3
A5026144955,John A. McLean,3
A5038626201,J. Gregory Caporaso,11
A5090244975,Christian L. Lauber,11
A5068609634,Elizabeth K. Costello,11
A5052327929,Donna Berg-Lyons,11
A5060535917,Jesse Stombaugh,11
A5003082240,Pawel Gajer,11
A5053827358,Jacques Ravel,12
A5090803123,Noah Fierer,11
A5063884903,Jeffrey I. Gordon,11
A5081278285,Elicia Boulton,4
A5032409550,Louise Davey,4
A5030692040,Charlotte McEvoy,4
A5018184313,Duane T. Wegener,1
A5112252438,Ernest C. Borden,6
A5084601919,Ganes C. Sen,6
A5077507758,Gilles Uzé,6
A5067358586,Robert H. Silverman,6
A5106628261,Richard M. Ransohoff,6
A5065033982,Graham R. Foster,6
A5080998429,George R. Stark,6
A5037548450,Justin Salamon,2
A5051914918,Christopher Jacoby,2
A5031398497,Juan Pablo Bello,2
A5101175810,Liqiang Geng,1
A5072651122,Howard J. Hamilton,1
A5058730535,Micah Allen,5
A5029404899,Davide Poggiali,5
A5061727541,Kirstie Whitaker,5
A5085852710,Tom R. Marshall,5
A5000947738,Jordy van Langen,5
A5057467882,Rogier Kievit,9
A5052012464,Yuezun Li,4
A5015354111,Xin Yang,4
A5101470675,Pu Sun,4
A5047226078,Honggang Qi,4
A5023752172,Siwei Lyu,4
A5103224567,Christopher Daly,4
A5059743172,W. P. GIBSON,4
A5111785396,G. H. Taylor,4
A5109925936,GL Johnson,4
A5065942934,Phillip A. Pasteris,4
A5100762316,Meng Ma,1
A5070943287,Lance A. Waller,1
A5076658707,Carol A. Gotway,1
A5011012178,Imola K. Fodor,0
A5109069624,Rob Gray,2
A5001539882,Reza Kouhy,2
A5000069389,Simon Lavers,2
A5033585021,Imran Razzak,2
A5017072744,Saeeda Naz,2
A5104089337,Ahmad Zaib,2
A5054667964,Jan Van Deun,94
A5058438834,Pieter Mestdagh,94
A5091862786,Patrizia Agostinis,94
A5068669688,Özden Akay,94
A5054184823,Sushma Anand,94
A5026817687,Jasper Anckaert,94
A5061317364,Zoraida Andreu Martínez,94
A5016854984,Tine Baetens,94
A5017696178,Els Beghein,94
A5049358507,Laurence Bertier,94
A5047248456,Janneke Boere,94
A5044490545,Stephanie Boukouris,94
A5110970609,Michel Bremer,94
A5025718257,Dominik Buschmann,94
A5065971122,James Brian Byrd,94
A5002790595,Clara Casert,94
A5035048222,Lesley Cheng,94
A5012527034,Anna Cmoch,94
A5033000882,Delphine Daveloose,94
A5046191844,Eva De Smedt,94
A5084433390,Şeyma Demirsoy,94
A5004722214,Victoria Depoorter,94
A5002872965,Bert Dhondt,94
A5110491947,Aleksandra M. Dudek,94
A5033048234,Abdou ElSharawy,94
A5008250826,Ilaria Floris,94
A5019501311,Andrew D. Foers,94
A5004700226,Kathrin Gärtner,94
A5064707969,Abhishek D. Garg,94
A5088749948,Edward Geeurickx,94
A5090419553,Jan Gettemans,94
A5076487388,Farzaneh Ghazavi,94
A5031009228,Bernd Giebel,94
A5030765087,Tom Groot Kormelink,94
A5051510307,Grace Hancock,94
A5075931930,Hetty Helsmoortel,94
A5089810278,Vincent Hyenne,94
A5070436845,Hina Kalra,94
A5100403311,David Kim,94
A5090940243,Joanna Kowal,94
A5015010419,Sandra Kraemer,94
A5012790801,Petra Leidinger,94
A5016004596,Carina Leonelli,94
A5040703483,Yaxuan Liang,94
A5062203708,Lien Lippens,94
A5100453856,Shu Liu,94
A5053354430,Alessandra Lo Cicero,94
A5103739538,Shaun Martin,94
A5066701356,Suresh Mathivanan,94
A5078861980,Prabhu Mathiyalagan,94
A5107382099,Tamás Matusek,94
A5061280642,Gloria Milani,94
A5008272570,Marta Tortajada,94
A5086163487,Liselot Mus,94
A5011989673,Dillon C. Muth,94
A5045147759,Andrea H. Németh,94
A5051288617,Esther N. M. Nolte‐’t Hoen,94
A5008915275,Roberta Palmulli,94
A5032653169,Michael W. Pfaffl,94
A5013763181,Bjarke Primdal-Bengtson,94
A5059107334,Erminia Romano,94
A5007103026,Quentin Rousseau,94
A5062707367,Natália G. Sampaio,94
A5068660391,Monisha Samuel,94
A5012520678,Benjamin J. Scicluna,94
A5021510140,Bieke Soen,94
A5032344134,Anneleen Steels,94
A5016435003,Johannes V. Swinnen,94
A5090447945,Maarit Takatalo,94
A5011082133,Safia Thaminy,94
A5091400824,Joeri Tulkens,94
A5074262255,Isabel Van Audenhove,94
A5110478934,Susanne van der Grein,94
A5062557416,Alan Van Goethem,94
A5050580492,Guillaume van Niel,94
A5015213142,Nadine Van Roy,94
A5035288330,Alexander R. van Vliet,94
A5012268585,Niels Vandamme,94
A5037947455,Suzanne Vanhauwaert,94
A5063282588,Glenn Vergauwen,94
A5081040690,Frederik J. Verweij,94
A5040577614,Annelynn Wallaert,94
A5016879420,Marijke I. Zonneveld,94
A5034687681,Olivier De Wever,94
A5086580140,Jo Vandesompele,94
A5112508228,Qingchen Zhang,3
A5049154222,Laurence T. Yang,3
A5053156190,Zhikui Chen,3
A5102726984,Peng Li,3
A5005030922,Indhupriya Subramanian,4
A5046805952,Srikant Verma,4
A5103741251,Shiva Kumar,4
A5029853668,Abhay Jere,4
A5065403457,Krishanpal Anamika,4
A5010533347,Cláudio Bettini,6
A5110468428,Oliver Brdiczka,6
A5028588608,Karen Henricksen,6
A5033101274,Jadwiga Indulska,6
A5014507893,Daniela Nicklas,6
A5110500429,Anand Ranganathan,6
A5074097123,Daniele Riboni,6
A5071371826,Ronald S. Burt,0
A5012821611,Gary A. Churchill,99
A5102894242,David Airey,99
A5081109402,Hooman Allayee,99
A5081959107,Joe M. Angel,99
A5066344931,Alan Attie,99
A5003092493,J. Thomas Beatty,99
A5056539730,William D. Beavis,99
A5053304883,John K. Belknap,99
A5057519121,Beth Bennett,99
A5102786957,Wade H. Berrettini,99
A5085865659,André Bleich,99
A5019090106,Molly A. Bogue,99
A5078084607,Karl W. Broman,99
A5105835057,Kari J. Buck,99
A5020150778,Edward S. Buckler,99
A5009990416,Margit Burmeister,99
A5022843316,Elissa J. Chesler,99
A5087500022,James M. Cheverud,99
A5028405413,Steven J. Clapcote,99
A5006471641,Melloni N. Cook,99
A5088570300,Roger Cox,99
A5038492593,John C. Crabbe,99
A5055581828,Wim E. Crusio,99
A5084407962,Ariel Darvasi,99
A5072029213,Christian F. Deschepper,99
A5109392450,R. W. Doerge,99
A5011655565,Charles R. Farber,99
A5027125212,Jiřı́ Forejt,99
A5041432437,Daniel P. Gaile,99
A5013602737,Steven J. Garlow,99
A5009491648,Hartmut Geiger,99
A5012135050,Howard K. Gershenfeld,99
A5108378470,Terry Gordon,99
A5017165240,Jing Gu,99
A5009729295,Weikuan Gu,99
A5025350377,Gerald de Haan,99
A5024886799,Nancy L. Hayes,99
A5073917203,Craig Heller,99
A5055728996,Heinz Himmelbauer,99
A5109190156,Robert Hitzemann,99
A5050759731,Kent W. Hunter,99
A5113885257,Hui-Chen Hsu,99
A5055337126,Fuad A. Iraqi,99
A5058100086,Boris Ivandic,99
A5103822327,Howard J. Jacob,99
A5101455731,Ritsert C. Jansen,99
A5022511735,Karl J. Jepsen,99
A5052980864,Dabney K. Johnson,99
A5048615839,Thomas E. Johnson,99
A5080409608,Gerd Kempermann,99
A5086207166,Christina Kendziorski,99
A5081260720,Malak Kotb,99
A5073485583,R. Frank Kooy,99
A5082962342,Bastien Llamas,99
A5013003026,Frank Lammert,99
A5108295528,Jean‐Michel Lassalle,99
A5080277287,Pedro R. Löwenstein,99
A5100366032,Lu Lu,99
A5006448639,Kenneth F. Manly,99
A5012582399,Ralph Marcucio,99
A5063837726,Doug Matthews,99
A5014699274,Juan F. Medrano,99
A5078314804,Darla R. Miller,99
A5036800941,Guy Mittleman,99
A5033501473,Beverly A. Mock,99
A5005776897,Jeffrey S. Mogil,99
A5028018778,Xavier Montagutelli,99
A5053112911,Grant Morahan,99
A5067788402,D.G. Morris,99
A5041500119,Richard Mott,99
A5091606904,Joseph H. Nadeau,99
A5017785312,Hiroki Nagase,99
A5033238482,Richard S. Nowakowski,99
A5103175652,Bruce F. O’Hara,99
A5087103468,А. В. Осадчук,99
A5111487890,Beverly Paigen,99
A5071509189,Kenneth Paigen,99
A5031236440,Abraham A. Palmer,99
A5025942702,Huei-Ju Pan,99
A5007213167,Leena Peltonen-Palotie,99
A5111909108,Jeremy L. Peirce,99
A5036900259,Daniel Pomp,99
A5033492851,Michal Pravenec,99
A5053030917,Daniel R. Prows,99
A5003282336,Zhonghua Qi,99
A5004746966,Roger H. Reeves,99
A5111715744,John Roder,99
A5044243414,Glenn D. Rosen,99
A5071946434,Eric E. Schadt,99
A5057837314,Leonard C. Schalkwyk,99
A5113433367,Ze’ev Seltzer,99
A5023626511,Kazuhiro Shimomura,99
A5031510511,Siming Shou,99
A5055050168,Mikko J. Sillanpää,99
A5027908111,Linda D. Siracusa,99
A5110201583,Hans-Willem Snoeck,99
A5004389631,Jimmy L. Spearow,99
A5083212650,Karen L. Svenson,99
A5018479163,Mark Beaumont,0
A5040542771,Heiko Paulheim,0
A5100374160,Chen Zhang,5
A5000102478,Yu Xie,5
A5083468753,Hang Bai,5
A5101538432,Bin Yu,5
A5100781284,Weihong Li,5
A5011958968,Yuan Gao,5
A5089105218,Stefan Howorka,1
A5015100789,Zuzanna S. Siwy,1
A5056903687,D. B. Troup,14
A5063352946,S. E. Wilhite,14
A5114133430,C. Evangelista,14
A5030726218,Philip M. Sherman,14
A5010077642,R. N. Muertter,14
A5082548984,Oluwabukunmi Ayanbule,14
A5084013137,А. Г. Соболева,14
A5086228913,Falk Huettman,4
A5061125413,RAB Drury,0
A5020728864,Karen Colorafi,1
A5033909239,Bronwynne C. Evans,1
A5083310380,Katarina Roos,12
A5013662973,Chuanjie Wu,12
A5012615940,Wolfgang Damm,12
A5061598648,Mark Reboul,12
A5081959751,James Stevenson,12
A5008053036,Chao Lü,12
A5084246316,Markus K. Dahlgren,12
A5085619646,Sayan Mondal,12
A5100344522,Wei Chen,12
A5073422740,Lingle Wang,12
A5017942901,Robert Abel,12
A5012437524,Richard A. Friesner,12
A5045848997,Edward Harder,12
A5110499040,Pavel Shvaiko,1
A5114064406,Jérôme Euzenat,1
A5069340620,Adriani Nikolakopoulou,6
A5075375056,Theodoros Papakonstantinou,6
A5063885814,Cinzia Del Giovane,6
A5052863636,Calum A. MacRae,1
A5060379127,Randall T. Peterson,1
A5110341550,Georges St. Laurent,2
A5063089135,Claes Wahlestedt,2
A5008738173,Philipp Kapranov,2
A5036268503,A. Parasuraman,1
A5003477327,Charles L. Colby,1
A5091479522,Jobie Budd,16
A5046183614,Benjamin S. Miller,16
A5102869609,Erin Manning,16
A5047344016,Vasileios Lampos,16
A5085632312,Mengdie Zhuang,16
A5050597590,Michael Edelstein,16
A5041239505,Vincent C. Emery,16
A5044430674,Molly M. Stevens,16
A5035182550,Neil Keegan,16
A5016807947,Michael Short,16
A5017146733,Deenan Pillay,16
A5049665350,Ed Manley,16
A5047286157,Ingemar J. Cox,16
A5044744240,Dominique Heymann,16
A5101452753,Margaret Johnson,16
A5035620868,Rachel A. McKendry,16
A5101740194,Qiyi Tang,1
A5055500444,Chuan‐Xi Zhang,1
A5027093536,Rialette Pretorius,6
A5012868299,O. Pearl Brereton,6
A5041382184,Mahmood Niazi,6
A5111517058,Stephen Linkman,6
A5111614684,Liangjie Hong,1
A5042328810,Brian D. Davison,1
A5015315097,Joanna Smith,1
A5112256351,Jill Firth,1
A5026738606,Maria Tengö,4
A5021687049,Eduardo S. Brondízio,4
A5004330953,Thomas Elmqvist,4
A5046287170,Pernilla Malmer,4
A5090202452,Marja Spierenburg,4
A5111527883,P Burnard,4
A5011331352,Paul Gill,4
A5059149793,Kate Stewart,4
A5012436729,Elizabeth Treasure,4
A5020741047,Barbara Chadwick,4
A5103424470,Andrew Kachites McCallum,3
A5023964724,Kamal Nigam,3
A5086590798,Jason D. M. Rennie,3
A5053848930,Kristie Seymore,3
A5081662082,Herbert W. Seliger,1
A5044452011,Elana Shohamy,1
A5108916122,David Lähnemann,50
A5036326710,Ewa Szczurek,50
A5034469657,Davis J. McCarthy,50
A5028505800,Stephanie C. Hicks,50
A5029455059,Mark D. Robinson,50
A5005082169,Catalina A. Vallejos,50
A5005821516,Kieran R. Campbell,50
A5035497488,Niko Beerenwinkel,50
A5006562407,Ahmed Mahfouz,50
A5078228499,Luca Pinello,50
A5052456631,Pavel Skums,50
A5025640090,Alexandros Stamatakis,50
A5085139761,Camille Stephan‐Otto Attolini,50
A5074271128,Samuel Aparício,50
A5000303828,Jasmijn A. Baaijens,50
A5063491180,Marleen Balvert,50
A5028105530,Buys de Barbanson,50
